name,review
Lacerte News,"It is easy to enable and to use.  It covers a lot of material, not just oriented to Lacerte users.  Again, it is easy to use; but how useful it really is will be interesting to see."
The Profit Machine,
StockTrigger,Does not cover enough different companies to be relevant.
Dayton Real Estate,This can verbally walk you through criteria that will help you narrow down what you're looking for in your next home!! Awesome!
Stratfor Flash Briefing,
Second Guess Social,"The first (and only so far) social media flash briefing. I like that it's short, to the point & actionable. You can apply what you learn each day to your job as a social media pro."
Fox Business,"Not a lot of news, mostly commercials"
The Pitch with Amy Summers,"“Communication is for everyone, so everyone should get better at it! Great tips!”"
Small Business Marketing Tips,"TBGL has been a tremendous help with marketing our small business. From social media to networking, Bobbi’s tips seem to be making a difference. TBGL is a great addition to my morning routine/flash briefing."
Mitch Jackson's Trial Lawyer Communication Tips,Mitch shares useful tips in an organized fashion that makes them easy to retain. Always helpful info from Mitch that expands beyond the law or courtroom.
Second Guess Social,
Elevate Your Impact Podcast,Super fake with bible beating innuendo; feels like brainwashing.
Desert Financial,"This skill is great if you love the convenience of your Alexa device. It offers some of the same information and transacting features as your online banking does like transferring money. I can see this coming in handy for those busy moms out there who don’t always have a free hand to do online or mobile banking, much less make a phone call to the credit union."
Capital One,Performs exactly as stated
Fidelity Investments,"I want to tie it to my account so I can say ""Alexa, how did my investments do today?"""
Kelly DeLucia - Neptune Beach Real Estate,"Kelly is not only amazing on the listing side of real estate, but she helped me purchase my home, too.  Her knowledge of all aspects of real estate is insurmountable and proved very beneficial during my purchase process.  I would highly recommend that you contact Kelly with any and all real estate needs.  I even referred her to my father and she is listing 3 properties for him now!  My family has found their new real estate professional!"
Mastermind - AI Assistant for Software Dev Teams,Awesome app adds so much utility to my Echo devices.
Ryan Smith - Knoxville and Maryville Real Estate,Ryan was a great realtor. He wasn’t pushy and never tried to get us to buy something that wasn’t right for us. I’d recommend him and will definitely call him again when we buy more real estate.
Market Moment - Today in History,Enable this skill today.
U.S. Bank,Its helpful when my phone app is not working properly. The only this that I dont like is that you have to say your security code outloud
Front Row Entrepreneur,"I usually listen to Jen's Flash Briefings in the morning from my phone while I'm getting my hair and face ready for the day. Love the daily info, insight, tips she shares, and also how responsive Jen is to feedback and suggestions. I saw where someone left a 1 Star review and made offered some constructive criticism. Jen responded quickly and made some changes to when and what she shares. I was delighted to learn Jen also recently implemented one of my suggestions that I had posted in her Facebook group, which was to please note the upcoming days events and designated ""topic/issue"" of the day at least the day before so we had more time to use the information."
Rocket Mortgage,"Made the mistake of giving this company my business for my initial mortgage despite having 3 different better offers they kept going back and forth on honoring to match... Refinance has been the same ordeal, and they keep dropping the ball. Excessively aggressive tactics and pushy sales offering the world...with very poor follow through afterwards. Safe yourself the headaches, time, aggravation, and credit check hits (which WILL impact your score, and raise flags to other lenders)"
Skolix Llc,
Chris Mendez - Dallas Realtor Real Estate,
Billionaire Secrets - Quotes on Money and Business,Money and business tips are unique and very informative!
Crypto Price,Works well for Bitcoin and lite coin but cannot understand others. When I open the app I would like it to automatically recite the prices of my top ten currencies - I should be able to set the currencies and auto price briefing  on open option via the app at least
The Tai Lopez Official Flash Briefing,This is the best way to wake up each day and receive motivational nuggets of knowledge that get me out of bed!! 👍🏻🔥
The Mortgage Minute,Quick insights on today’s mortgage market and actionable tips you can implement today!
The B2B Sales Tech Podcast with Morgan Williams,Super informative & relative to any sales or tech listeners! 5 stars!
